"id","name","account_root_id/id","tax_code_root_id/id","bank_account_view_id/id","property_account_receivable/id","property_account_payable/id","property_account_expense/id","property_account_income/id","property_account_expense_categ/id","property_account_income_categ/id"
"hwf_account_chart","Chart of Account – HWF",0,"base.account_tax_code_hwf",1120,1141,2111,5300,4110,5000,4000
