"id","name"
"project_categ_1","Schools and Dormitories"
"project_categ_2","Education and Training"
"project_categ_3","Rays of Youth"
"project_categ_4","Child Protection"
"project_categ_5","Food & Agriculture Programme"
"project_categ_6","Health & Medical Programme"
"project_categ_7","Community & Income Generation Programme"
"project_categ_8","Project Management"
